Campaign Name,Start Date,End Date,Budget,ROI,Type,Target Audience,Channel,Conversion Rate,Revenue,Net Profit,Start Year,Start Month,Start Quarter,ROI Category,Conversion Category,Cost Per Conversion,High Budget Flag,High Roi Flag
Networked Upward-Trending Forecast,2023-07-06,2024-01-23,43185.33,20.27,Email,B2B,Referral,0.72,918409.28,875223.95,2023,7,3,High,Medium,0.07,0,1
Multi-Layered Optimal Pricing Structure,2023-01-28,2023-11-21,35728.11,14.58,Webinar,B2C,Organic,0.97,556729.13,521001.02,2023,1,1,High,High,0.07,0,1
Persistent Stable Leverage,2023-01-15,2023-10-04,70220.82,0.28,Social Media,B2B,Paid,0.33,89723.88,19503.06,2023,1,1,Low,Low,2.37,1,0
Focused Stable Analyzer,2023-06-28,2024-06-06,39506.88,18.07,Webinar,B2C,Organic,0.81,753417.28,713910.4,2023,6,2,High,High,0.06,0,1
Networked Exuding Instruction Set,2022-09-11,2024-02-27,93971.2,1.47,Podcast,B2C,Promotion,0.29,232132.15,138160.95,2022,9,3,High,Low,1.4,1,1
Multi-Layered Intermediate Conglomeration,2022-08-30,2024-04-17,51220.79,14.32,Webinar,B2C,Referral,0.13,784728.26,733507.47,2022,8,3,High,Very Low,0.5,1,1
Visionary 24Hour Circuit,2022-08-26,2024-06-21,88113.95,5.0,Email,B2B,Paid,0.49,528254.15,440140.2,2022,8,3,High,Low,0.34,1,1
Optional Even-Keeled Functionalities,2023-01-01,2023-08-23,62829.72,3.04,Webinar,B2C,Referral,0.62,253765.71,190935.99,2023,1,1,High,Medium,0.4,1,1
De-Engineered Systematic Conglomeration,2023-05-02,2023-12-26,79350.42,3.19,Webinar,B2C,Organic,0.57,332867.82,253517.4,2023,5,2,High,Medium,0.42,1,1
Extended 24Hour Contingency,2023-07-07,2023-08-18,69815.82,-0.96,Podcast,B2C,Organic,0.27,2810.51,-67005.31,2023,7,3,Negative,Low,92.0,1,0
User-Centric Clear-Thinking Interface,2022-08-28,2024-05-27,29206.8,20.51,Social Media,B2C,Referral,0.34,628376.14,599169.34,2022,8,3,High,Low,0.14,0,1
Programmable Optimal Capability,2023-06-06,2024-02-27,59160.0,5.36,Email,B2B,Organic,0.69,376200.21,317040.21,2023,6,2,High,Medium,0.23,1,1
Optimized Zero Administration Approach,2023-04-07,2023-11-13,17097.49,21.13,Email,B2B,Referral,0.82,378447.69,361350.2,2023,4,2,High,High,0.06,0,1
Robust Directional Complexity,2023-03-16,2024-07-27,31330.31,25.2,Email,B2B,Organic,0.77,820739.68,789409.37,2023,3,1,High,Medium,0.05,0,1
Reverse-Engineered 4Thgeneration Analyzer,2022-12-24,2023-11-03,35539.13,15.3,Social Media,B2C,Referral,0.68,579364.9,543825.77,2022,12,4,High,Medium,0.09,0,1
Secured Incremental Moratorium,2022-08-04,2023-08-28,43792.4,0.61,Webinar,B2B,Paid,0.81,70347.37,26554.97,2022,8,3,Medium,High,0.77,0,0
Universal Asymmetric Extranet,2023-03-07,2024-04-30,80292.7,-0.76,Webinar,B2B,Referral,0.25,19497.73,-60794.97,2023,3,1,Negative,Low,16.47,1,0
User-Friendly Next Generation Challenge,2023-01-27,2023-09-10,93319.78,6.91,Social Media,B2B,Promotion,0.57,738244.49,644924.71,2023,1,1,High,Medium,0.22,1,1
Vision-Oriented Zero Tolerance Hardware,2023-01-13,2023-12-28,25534.3,4.55,Email,B2C,Paid,0.99,141758.95,116224.65,2023,1,1,High,High,0.18,0,1
Reverse-Engineered Static Infrastructure,2023-07-16,2023-08-07,7315.35,21.25,Email,B2C,Referral,0.7,162798.55,155483.2,2023,7,3,High,Medium,0.06,0,1
Managed Leadingedge Knowledge User,2023-03-04,2024-01-27,4714.75,137.0,Email,B2B,Referral,0.12,650653.56,645938.81,2023,3,1,High,Very Low,0.06,0,1
Multi-Channeled Full-Range Framework,2023-07-01,2023-08-31,83835.24,0.93,Webinar,B2C,Organic,0.48,161707.63,77872.39,2023,7,3,Medium,Low,1.08,1,0
Optional Secondary Website,2022-12-13,2023-09-12,17625.0,28.35,Webinar,B2B,Paid,0.18,517206.57,499581.57,2022,12,4,High,Very Low,0.19,0,1
Open-Source Fault-Tolerant Open Architecture,2023-06-03,2024-07-31,29827.35,9.41,Webinar,B2C,Referral,0.36,310553.26,280725.91,2023,6,2,High,Low,0.27,0,1
Distributed Dynamic Process Improvement,2022-09-17,2023-10-06,62616.23,9.42,Email,B2B,Organic,0.7,652592.33,589976.1,2022,9,3,High,Medium,0.14,1,1
Triple-Buffered Exuding Local Area Network,2022-12-19,2023-11-21,47196.25,11.14,Podcast,B2C,Promotion,0.92,572836.7,525640.45,2022,12,4,High,High,0.09,0,1
Vision-Oriented 24Hour Migration,2022-09-30,2023-12-07,4072.67,0.88,Social Media,B2C,Organic,0.18,7636.54,3563.87,2022,9,3,Medium,Very Low,2.96,0,0
Intuitive 4Thgeneration Access,2022-08-16,2024-07-28,82509.65,7.51,Social Media,B2B,Referral,0.29,702414.14,619904.49,2022,8,3,High,Low,0.41,1,1
Organic Multi-Tasking Hardware,2022-11-28,2024-02-12,50412.87,5.63,Social Media,B2B,Promotion,0.27,334303.84,283890.97,2022,11,4,High,Low,0.56,1,1
Switchable Solution-Oriented Success,2023-06-13,2024-03-06,93586.76,5.43,Social Media,B2C,Organic,0.87,601987.53,508400.77,2023,6,2,High,High,0.18,1,1
Multi-Channeled 5Thgeneration Methodology,2023-01-19,2024-02-28,7401.5,71.59,Podcast,B2B,Organic,0.12,537274.2,529872.7,2023,1,1,High,Very Low,0.11,0,1
Object-Based Scalable Utilization,2023-01-29,2023-12-01,97845.91,9.07,Webinar,B2B,Paid,0.63,985580.9,887734.99,2023,1,1,High,Medium,0.16,1,1
Operative Tangible Firmware,2023-04-19,2024-06-25,77555.4,6.91,Email,B2C,Organic,0.21,613448.3,535892.9,2023,4,2,High,Low,0.6,1,1
Up-Sized User-Facing Secured Line,2022-10-02,2023-10-29,11168.71,23.85,Social Media,B2C,Promotion,0.2,277549.41,266380.7,2022,10,4,High,Very Low,0.2,0,1
Typo In Date,2023-01-13,2024-02-29,50000.0,5.4,Webinar,B2C,Promotion,0.9,320000.0,270000.0,2023,1,1,High,High,0.17,1,1
Duplicate Campaign,2023-04-01,2024-02-23,8082.3,86.8,Email,B2B,Organic,0.4,709593.48,701511.18,2023,4,2,High,Low,0.03,0,1
Future Campaign,2025-01-01,2025-06-01,75000.0,1.67,Webinar,B2C,Promotion,0.65,200000.0,125000.0,2025,1,1,High,Medium,0.58,1,1
Extra Long Name Campaign Test,2023-04-15,2023-09-15,30000.0,0.5,Email,Unknown,Paid,0.4,45000.0,15000.0,2023,4,2,Low,Low,1.67,0,0
Too Many Conversions,2023-05-01,2023-11-01,40000.0,2.0,Social Media,B2C,Organic,0.015,120000.0,80000.0,2023,5,2,High,Very Low,22.22,0,1
